player_id,player_name,team,position,sub_position,lineup_position,age,squad_selections,games_played,minutes_played,goals,assists,yellow_cards,red_cards,market_value_eur,height_cm,nationality,preferred_foot,highest_market_value_in_eur,contract_expiration_date
316884,Dominik Greif,Mallorca,Goalkeeper,Goalkeeper,Goalkeeper,28,20,31,2790,0,0,1,0,8000000,197.0,Slovakia,right,8000000.0,2029-06-30 00:00:00
618809,Manu Sánchez,Alaves,Defender,Left-Back,Left-Back,24,20,0,0,0,0,0,0,8000000,171.0,Spain,left,10000000.0,2025-06-30 00:00:00
283170,Iñaki Peña,FC Barcelona,Goalkeeper,Goalkeeper,Goalkeeper,26,20,0,0,0,0,0,0,8000000,184.0,Spain,right,8000000.0,2026-06-30 00:00:00
638793,Tajon Buchanan,Villarreal,Midfield,Right Midfield,Right Winger,26,4,0,0,0,0,0,0,8000000,183.0,Canada,right,12000000.0,2028-06-30 00:00:00
331505,Óscar Mingueza,Celta Vigo,Defender,Right-Back,Right Midfield,26,17,0,0,0,0,0,0,8000000,184.0,Spain,right,15000000.0,2026-06-30 00:00:00
559979,Abdel Abqar,Alaves,Defender,Centre-Back,Centre-Back,26,18,0,0,0,0,0,0,7500000,188.0,Morocco,right,7500000.0,2025-06-30 00:00:00
298976,Borja Mayoral,Getafe,Attack,Centre-Forward,Centre-Forward,28,10,23,1089,5,1,0,0,7500000,182.0,Spain,right,15000000.0,2027-06-30 00:00:00
246291,Diego Llorente,Real Betis,Defender,Centre-Back,Centre-Back,31,15,0,0,0,0,0,0,7000000,186.0,Spain,right,25000000.0,2028-06-30 00:00:00
552425,Jon Moncayola,Osasuna,Midfield,Central Midfield,Central Midfield,27,21,32,2113,0,0,8,0,7000000,182.0,Spain,right,12000000.0,2031-06-30 00:00:00
74229,Koke,Atletico Madrid,Midfield,Central Midfield,Central Midfield,33,18,32,1926,1,1,4,0,7000000,176.0,Spain,right,70000000.0,2026-06-30 00:00:00
338285,Unai Núñez,Athletic Bilbao,Defender,Centre-Back,Centre-Back,28,17,0,0,0,0,0,0,7000000,186.0,Spain,right,20000000.0,2025-06-30 00:00:00
938146,Adam Aznou,Real Valladolid,Defender,Left-Back,Left-Back,19,6,13,874,0,0,3,0,7000000,178.0,Morocco,left,7000000.0,2029-06-30 00:00:00
864799,Stefan Bajcetic,Las Palmas,Midfield,Defensive Midfield,Defensive Midfield,20,6,14,975,1,0,4,0,7000000,185.0,Spain,right,13000000.0,2027-06-30 00:00:00
521407,Walid Cheddira,Espanyol,Attack,Centre-Forward,Centre-Forward,27,18,0,0,0,0,0,0,6000000,187.0,Morocco,right,8000000.0,2025-06-30 00:00:00
423444,Fran Beltrán,Celta Vigo,Midfield,Central Midfield,Central Midfield,26,18,0,0,0,0,0,0,6000000,165.0,Spain,right,18000000.0,2026-06-30 00:00:00
766583,Kike Salas,Sevilla,Defender,Centre-Back,Centre-Back,23,18,31,2237,3,2,6,0,6000000,188.0,Spain,left,10000000.0,2029-06-30 00:00:00
88103,James Rodríguez,Rayo Vallecano,Midfield,Attacking Midfield,Attacking Midfield,33,8,0,0,0,0,0,0,6000000,181.0,,left,80000000.0,
563137,Robert Navarro,Mallorca,Attack,Right Winger,Right Winger,23,15,23,1286,1,0,3,0,6000000,178.0,Spain,right,6000000.0,2030-06-30 00:00:00
485963,Pape Gueye,Villarreal,Midfield,Defensive Midfield,Central Midfield,26,15,0,0,0,0,0,0,6000000,189.0,Senegal,left,12000000.0,2028-06-30 00:00:00
500067,Chidera Ejuke,Sevilla,Attack,Left Winger,Left Winger,27,15,0,0,0,0,0,0,6000000,176.0,Nigeria,right,9000000.0,2027-06-30 00:00:00
258987,Carl Starfelt,Celta Vigo,Defender,Centre-Back,Centre-Back,30,14,0,0,0,0,0,0,6000000,187.0,Sweden,right,6500000.0,2027-06-30 00:00:00
569384,Lucien Agoumé,Sevilla,Midfield,Defensive Midfield,Defensive Midfield,23,17,0,0,0,0,0,0,6000000,185.0,France,right,7000000.0,2028-06-30 00:00:00
712107,Luiz Júnior,Villarreal,Goalkeeper,Goalkeeper,Goalkeeper,24,17,0,0,0,0,0,0,6000000,192.0,Brazil,left,6000000.0,2030-06-30 00:00:00
298197,Antonio Sivera,Alaves,Goalkeeper,Goalkeeper,Goalkeeper,28,21,31,2722,0,0,5,1,6000000,185.0,Spain,right,6000000.0,2027-06-30 00:00:00
380598,Santi Comesaña,Villarreal,Midfield,Central Midfield,Central Midfield,28,17,0,0,0,0,0,0,6000000,188.0,Spain,both,7500000.0,2027-06-30 00:00:00
523318,Anastasios Douvikas,Celta Vigo,Attack,Centre-Forward,Centre-Forward,25,11,0,0,0,0,0,0,6000000,186.0,Greece,right,12000000.0,2028-06-30 00:00:00
166677,Brian Oliván,Espanyol,Defender,Left-Back,Left-Back,31,16,0,0,0,0,0,0,6000000,175.0,Spain,left,6000000.0,2025-06-30 00:00:00
246968,Ayoze Pérez,Villarreal,Attack,Centre-Forward,Centre-Forward,31,12,30,1976,19,2,4,0,6000000,178.0,Spain,right,30000000.0,2028-06-30 00:00:00
341278,Iván Martín,Girona,Midfield,Attacking Midfield,Central Midfield,26,12,32,2043,1,1,1,0,6000000,178.0,Spain,left,15000000.0,2028-06-30 00:00:00
297070,Hamari Traoré,Real Sociedad,Defender,Right-Back,Right-Back,33,3,0,0,0,0,0,0,6000000,175.0,Mali,right,10000000.0,2025-06-30 00:00:00
319745,Dani Ceballos,Real Madrid,Midfield,Central Midfield,Central Midfield,28,13,0,0,0,0,0,0,6000000,179.0,Spain,right,45000000.0,2027-06-30 00:00:00
44058,Wojciech Szczęsny,FC Barcelona,Goalkeeper,Goalkeeper,Goalkeeper,35,15,0,0,0,0,0,0,6000000,196.0,Poland,right,40000000.0,
834752,Unai Gómez,Athletic Bilbao,Midfield,Attacking Midfield,Attacking Midfield,22,16,0,0,0,0,0,0,6000000,183.0,Spain,left,6000000.0,2028-06-30 00:00:00
562742,Leo Román,Mallorca,Goalkeeper,Goalkeeper,Goalkeeper,24,20,7,630,0,0,0,0,5000000,189.0,Spain,right,5000000.0,2030-06-30 00:00:00
277137,Renato Tapia,Leganes,Midfield,Defensive Midfield,Defensive Midfield,29,20,0,0,0,0,0,0,5000000,185.0,Peru,right,20000000.0,2026-06-30 00:00:00
568158,Javi López,Real Sociedad,Defender,Left-Back,Left-Back,23,15,29,1935,0,0,4,0,5000000,183.0,Spain,left,7500000.0,2026-06-30 00:00:00
289255,Andoni Gorosabel,Athletic Bilbao,Defender,Right-Back,Right-Back,28,18,0,0,0,0,0,0,5000000,174.0,Spain,right,10000000.0,2028-06-30 00:00:00
548188,Germán Valera,Valencia,Attack,Left Winger,Left Winger,23,11,8,142,0,0,0,0,5000000,170.0,Spain,left,5000000.0,2027-06-30 00:00:00
625014,Julen Agirrezabala,Athletic Bilbao,Goalkeeper,Goalkeeper,Goalkeeper,24,18,0,0,0,0,0,0,5000000,187.0,Spain,left,5000000.0,2027-06-30 00:00:00
1061336,Pau Navarro,Villarreal,Defender,Right-Back,Right-Back,20,17,17,917,0,0,1,0,5000000,185.0,Spain,right,5000000.0,2030-06-30 00:00:00
764859,Williot Swedberg,Celta Vigo,Midfield,Attacking Midfield,Left Winger,21,16,0,0,0,0,0,0,5000000,187.0,Sweden,right,5000000.0,2027-06-30 00:00:00
221322,José Gayà,Valencia,Defender,Left-Back,Left-Back,30,13,23,1810,0,1,7,0,5000000,172.0,Spain,left,50000000.0,2027-06-30 00:00:00
661145,Jon Aramburu,Real Sociedad,Defender,Right-Back,Right-Back,22,16,0,0,0,0,0,0,5000000,176.0,Venezuela,right,5000000.0,2027-06-30 00:00:00
610335,Iván Jaime,Valencia,Midfield,Attacking Midfield,Attacking Midfield,24,6,0,0,0,0,0,0,5000000,180.0,Spain,right,10000000.0,2026-06-30 00:00:00
580560,Jon Pacheco,Real Sociedad,Defender,Centre-Back,Centre-Back,24,12,14,851,0,0,3,0,5000000,184.0,Spain,left,15000000.0,2026-06-30 00:00:00
278359,Borja Iglesias,Celta Vigo,Attack,Centre-Forward,Centre-Forward,32,18,0,0,0,0,0,0,5000000,187.0,Spain,right,28000000.0,2025-06-30 00:00:00
275218,Augusto Batalla,Rayo Vallecano,Goalkeeper,Goalkeeper,Goalkeeper,29,19,0,0,0,0,0,0,5000000,186.0,Argentina,right,6000000.0,2025-06-30 00:00:00
158863,Iñigo Martínez,FC Barcelona,Defender,Centre-Back,Centre-Back,34,19,0,0,0,0,0,0,5000000,182.0,Spain,left,32000000.0,2025-06-30 00:00:00
251876,Pablo Maffeo,Mallorca,Defender,Right-Back,Right-Back,27,18,30,2375,0,2,7,0,5000000,172.0,Argentina,right,10000000.0,2027-06-30 00:00:00
318523,Romain Perraud,Real Betis,Defender,Left-Back,Left-Back,27,18,0,0,0,0,0,0,5000000,173.0,France,left,12000000.0,2029-06-30 00:00:00
390688,Juan Iglesias,Getafe,Defender,Right-Back,Right-Back,26,18,36,2870,0,1,4,0,5000000,187.0,Spain,right,5000000.0,2026-06-30 00:00:00
337333,Alex Král,Espanyol,Midfield,Defensive Midfield,Central Midfield,27,20,0,0,0,0,0,0,5000000,186.0,Czech Republic,right,10000000.0,2025-06-30 00:00:00
741289,Youssef Enríquez,Real Madrid,Defender,Left-Back,Left-Back,19,5,0,0,0,0,0,0,5000000,170.0,Morocco,left,5000000.0,2029-06-30 00:00:00
465967,Ander Guevara,Alaves,Midfield,Central Midfield,Central Midfield,27,22,0,0,0,0,0,0,5000000,180.0,Spain,right,7500000.0,2027-06-30 00:00:00
625651,Urko González de Zárate,Espanyol,Midfield,Defensive Midfield,Defensive Midfield,24,14,18,1427,0,2,2,0,5000000,189.0,Spain,right,5000000.0,2030-06-30 00:00:00
743387,Stanis Idumbo,Sevilla,Midfield,Attacking Midfield,Attacking Midfield,20,17,14,278,1,1,0,0,5000000,171.0,Belgium,right,5000000.0,2030-06-30 00:00:00
302371,Toni Martínez,Alaves,Attack,Centre-Forward,Centre-Forward,28,21,0,0,0,0,0,0,5000000,187.0,Spain,right,7000000.0,2028-06-30 00:00:00
242359,Juan Musso,Atletico Madrid,Goalkeeper,Goalkeeper,Goalkeeper,31,21,0,0,0,0,0,0,5000000,191.0,Argentina,right,20000000.0,2025-06-30 00:00:00
240692,Reinildo Mandava,Atletico Madrid,Defender,Left-Back,Left-Back,31,21,19,935,0,0,4,0,5000000,180.0,Mozambique,left,25000000.0,2027-06-30 00:00:00
769063,Luka Romero,Alaves,Attack,Right Winger,Right Winger,20,13,0,0,0,0,0,0,5000000,169.0,Argentina,left,5000000.0,2025-06-30 00:00:00
895326,Joel Roca,Girona,Attack,Left Winger,Left Winger,20,1,0,0,0,0,0,0,5000000,176.0,Spain,right,5000000.0,2029-06-30 00:00:00
256267,Vedat Muriqi,Mallorca,Attack,Centre-Forward,Centre-Forward,31,15,29,2067,7,2,1,2,4500000,194.0,Kosovo,left,17000000.0,2029-06-30 00:00:00
371371,Marash Kumbulla,Espanyol,Defender,Centre-Back,Centre-Back,25,19,0,0,0,0,0,0,4500000,191.0,Albania,right,27000000.0,2025-06-30 00:00:00
671649,Álvaro Djaló,Athletic Bilbao,Attack,Left Winger,Left Winger,25,15,17,658,1,0,2,0,4500000,175.0,Guinea-Bissau,right,15000000.0,2026-06-30 00:00:00
277384,Martin Valjent,Mallorca,Defender,Centre-Back,Centre-Back,29,19,31,2765,3,0,4,0,4500000,187.0,Slovakia,right,6000000.0,2029-06-30 00:00:00
402733,Gonzalo Montiel,Sevilla,Defender,Right-Back,Right-Back,28,7,6,111,0,0,1,0,4500000,175.0,Argentina,right,17000000.0,2028-12-31 00:00:00
658115,Abel Bretones,Osasuna,Defender,Left-Back,Left-Back,24,24,35,2068,2,0,3,0,4500000,188.0,Spain,left,4500000.0,2029-06-30 00:00:00
289257,Jon Guridi,Alaves,Midfield,Central Midfield,Attacking Midfield,30,21,0,0,0,0,0,0,4000000,179.0,Spain,left,4000000.0,2026-06-30 00:00:00
540536,Carlos Vicente,Alaves,Attack,Right Winger,Right Winger,26,22,0,0,0,0,0,0,4000000,179.0,Spain,right,4000000.0,2027-06-30 00:00:00
517753,Óscar Valentín,Rayo Vallecano,Midfield,Central Midfield,Central Midfield,30,22,0,0,0,0,0,0,4000000,177.0,Spain,right,5000000.0,2027-06-30 00:00:00
362842,Arthur Melo,Girona,Midfield,Central Midfield,Defensive Midfield,28,5,0,0,0,0,0,0,4000000,172.0,Brazil,right,70000000.0,2026-06-30 00:00:00
455181,Jorge de Frutos,Rayo Vallecano,Attack,Right Winger,Right Winger,28,21,0,0,0,0,0,0,4000000,173.0,Spain,right,15000000.0,2028-06-30 00:00:00
471690,Max Aarons,Valencia,Defender,Right-Back,Right-Back,25,9,4,118,0,0,2,0,4000000,177.0,England,right,22000000.0,2026-06-30 00:00:00
468309,Lucas Rosa,Real Valladolid,Defender,Right-Back,Left-Back,25,9,21,1890,0,1,6,0,4000000,177.0,Brazil,right,4000000.0,2029-06-30 00:00:00
191217,Héctor Bellerín,Real Betis,Defender,Right-Back,Right-Back,30,9,0,0,0,0,0,0,4000000,178.0,Spain,right,40000000.0,2028-06-30 00:00:00
501418,Adrià Pedrosa,Sevilla,Defender,Left-Back,Left-Back,27,17,31,2304,1,1,7,0,4000000,172.0,Spain,left,10000000.0,2026-06-30 00:00:00
337715,Umar Sadiq,Real Sociedad,Attack,Centre-Forward,Centre-Forward,28,21,23,1049,5,0,5,0,4000000,191.0,Nigeria,right,18000000.0,2028-06-30 00:00:00
780630,Willy Kambwala,Villarreal,Defender,Centre-Back,Centre-Back,20,11,19,1114,0,0,1,1,4000000,192.0,France,right,5000000.0,2029-06-30 00:00:00
926763,Chuki,Real Valladolid,Midfield,Attacking Midfield,Attacking Midfield,21,12,0,0,0,0,0,0,4000000,176.0,Spain,left,4000000.0,2026-06-30 00:00:00
520840,José Copete,Mallorca,Defender,Centre-Back,Centre-Back,25,17,25,1523,0,0,6,0,4000000,190.0,Spain,left,4000000.0,2029-06-30 00:00:00
27992,Luka Modrić,Real Madrid,Midfield,Central Midfield,Central Midfield,39,16,0,0,0,0,0,0,4000000,172.0,Croatia,right,55000000.0,2026-06-30 00:00:00
783396,Ramón Terrats,Villarreal,Midfield,Defensive Midfield,Central Midfield,24,19,0,0,0,0,0,0,4000000,181.0,Spain,left,4000000.0,2026-06-30 00:00:00
506248,Edu Expósito,Espanyol,Midfield,Central Midfield,Central Midfield,28,11,19,1045,0,2,3,0,4000000,178.0,Spain,right,6000000.0,2027-06-30 00:00:00
111961,Suso,Sevilla,Attack,Right Winger,Attacking Midfield,31,15,0,0,0,0,0,0,4000000,177.0,Spain,left,50000000.0,2025-06-30 00:00:00
948275,Álvaro Rodríguez,Getafe,Attack,Centre-Forward,Centre-Forward,20,15,21,846,2,0,5,0,4000000,193.0,Uruguay,left,6000000.0,2029-06-30 00:00:00
300168,Mikel Vesga,Athletic Bilbao,Midfield,Defensive Midfield,Defensive Midfield,32,16,0,0,0,0,0,0,4000000,191.0,Spain,left,6000000.0,2027-06-30 00:00:00
358250,Joseph Aidoo,Celta Vigo,Defender,Centre-Back,Centre-Back,29,12,0,0,0,0,0,0,4000000,181.0,Ghana,right,8000000.0,2026-06-30 00:00:00
872184,Tadeo Allende,Celta Vigo,Attack,Right Winger,Right Winger,26,4,0,0,0,0,0,0,4000000,183.0,Argentina,right,4500000.0,2028-06-30 00:00:00
555500,Jorge Herrando,Osasuna,Defender,Centre-Back,Centre-Back,24,24,18,1364,1,0,3,0,3500000,192.0,Spain,left,6000000.0,2030-06-30 00:00:00
86784,Ricardo Rodríguez,Real Betis,Defender,Left-Back,Left-Back,32,16,0,0,0,0,0,0,3500000,182.0,Switzerland,left,28000000.0,2026-06-30 00:00:00
378139,Aitor Ruibal,Real Betis,Attack,Right Winger,Right Winger,29,16,29,1303,1,3,5,0,3500000,176.0,Spain,right,5000000.0,2028-06-30 00:00:00
281989,Luis Milla,Getafe,Midfield,Central Midfield,Central Midfield,30,16,32,2788,0,4,6,0,3500000,175.0,Spain,right,6000000.0,2027-06-30 00:00:00
670717,Dário Essugo,Las Palmas,Midfield,Defensive Midfield,Defensive Midfield,20,16,0,0,0,0,0,0,3500000,178.0,Portugal,right,3500000.0,2025-06-30 00:00:00
263727,Joan Jordán,Alaves,Midfield,Central Midfield,Central Midfield,30,19,0,0,0,0,0,0,3500000,185.0,Spain,right,30000000.0,2025-06-30 00:00:00
343463,Cyle Larin,Mallorca,Attack,Centre-Forward,Centre-Forward,30,20,32,1772,7,2,4,0,3500000,188.0,Canada,right,11500000.0,2026-06-30 00:00:00
494236,Andy Pelmard,Las Palmas,Defender,Centre-Back,Centre-Back,25,5,0,0,0,0,0,0,3500000,180.0,France,right,5000000.0,2025-06-30 00:00:00
142021,Sergi Darder,Mallorca,Midfield,Central Midfield,Left Winger,31,20,38,2763,2,6,4,0,3500000,180.0,Spain,right,16000000.0,2028-06-30 00:00:00
639733,Peque Fernández,Sevilla,Attack,Second Striker,Second Striker,22,17,26,1134,1,1,1,0,3500000,172.0,Spain,right,5000000.0,2028-06-30 00:00:00
448628,Javi Galán,Atletico Madrid,Defender,Left-Back,Left-Back,30,21,25,1781,0,3,8,0,3500000,172.0,Spain,left,12000000.0,2026-06-30 00:00:00
491616,Jackson Porozo,Leganes,Defender,Centre-Back,Centre-Back,24,10,0,0,0,0,0,0,3300000,192.0,Ecuador,right,3500000.0,2025-06-30 00:00:00
400131,Siebe Van der Heyden,Mallorca,Defender,Centre-Back,Centre-Back,27,7,2,96,0,0,0,0,3000000,185.0,Belgium,left,4000000.0,2028-06-30 00:00:00
449496,Álvaro Aguado,Espanyol,Midfield,Central Midfield,Central Midfield,29,20,0,0,0,0,0,0,3000000,175.0,Spain,right,3000000.0,
363057,Pedro Díaz,Rayo Vallecano,Midfield,Central Midfield,Central Midfield,27,22,0,0,0,0,0,0,3000000,180.0,Spain,right,3000000.0,2028-06-30 00:00:00
631002,Raúl García,Osasuna,Attack,Centre-Forward,Centre-Forward,24,22,32,731,4,0,1,0,3000000,192.0,Spain,right,4000000.0,2028-06-30 00:00:00
248738,Sergio Herrera,Osasuna,Goalkeeper,Goalkeeper,Goalkeeper,32,24,37,3330,0,0,5,0,3000000,192.0,Spain,right,8000000.0,2028-06-30 00:00:00
315762,Luca de la Torre,Celta Vigo,Midfield,Central Midfield,Central Midfield,27,2,0,0,0,0,0,0,3000000,177.0,United States,right,3500000.0,2026-06-30 00:00:00
935281,David Jiménez,Real Madrid,Defender,Right-Back,Right-Back,21,2,0,0,0,0,0,0,3000000,170.0,Spain,right,3000000.0,2027-06-30 00:00:00
630995,Rodri Sánchez,Real Betis,Attack,Right Winger,Right Winger,25,2,3,117,0,0,0,0,3000000,175.0,Spain,left,8000000.0,2027-06-30 00:00:00
441170,Valentin Rosier,Leganes,Defender,Right-Back,Right-Back,28,20,32,2592,1,2,8,0,3000000,175.0,France,right,8000000.0,2028-06-30 00:00:00
785353,Pablo Ibáñez,Osasuna,Midfield,Central Midfield,Central Midfield,26,24,28,1289,1,1,4,0,3000000,179.0,Spain,right,3000000.0,2030-06-30 00:00:00
533568,Nahuel Tenaglia,Alaves,Defender,Right-Back,Right-Back,29,19,33,2833,2,1,11,0,3000000,181.0,Argentina,right,5200000.0,2029-06-30 00:00:00
720038,Pablo Torre,FC Barcelona,Midfield,Attacking Midfield,Attacking Midfield,22,19,0,0,0,0,0,0,3000000,173.0,Spain,right,3000000.0,2026-06-30 00:00:00
284854,Carles Aleñá,Alaves,Midfield,Central Midfield,Central Midfield,27,13,0,0,0,0,0,0,3000000,180.0,Spain,left,30000000.0,2026-06-30 00:00:00
255501,Iñigo Lekue,Athletic Bilbao,Defender,Right-Back,Right-Back,32,18,0,0,0,0,0,0,3000000,180.0,Spain,right,7500000.0,2025-06-30 00:00:00
226012,David Soria,Getafe,Goalkeeper,Goalkeeper,Goalkeeper,32,18,37,3330,0,0,2,0,3000000,192.0,Spain,right,18000000.0,2026-06-30 00:00:00
623024,Jesús Vázquez,Valencia,Defender,Left-Back,Left-Back,22,20,19,917,0,0,3,0,3000000,182.0,Spain,left,5000000.0,2028-06-30 00:00:00
505674,Sergio Camello,Rayo Vallecano,Attack,Centre-Forward,Centre-Forward,24,20,0,0,0,0,0,0,3000000,182.0,Spain,right,10000000.0,2027-06-30 00:00:00
367466,Thierry Correia,Valencia,Defender,Right-Back,Right-Back,26,5,11,771,0,0,1,0,3000000,176.0,Portugal,right,14000000.0,2026-06-30 00:00:00
257062,Álvaro García,Rayo Vallecano,Attack,Left Winger,Left Winger,32,20,0,0,0,0,0,0,3000000,167.0,Spain,both,6000000.0,2026-06-30 00:00:00
617074,Ilaix Moriba,Celta Vigo,Midfield,Central Midfield,Central Midfield,22,18,0,0,0,0,0,0,3000000,185.0,Guinea,right,25000000.0,2025-06-30 00:00:00
636093,Carlos Domínguez,Celta Vigo,Defender,Centre-Back,Centre-Back,24,18,0,0,0,0,0,0,3000000,187.0,Spain,left,3000000.0,2026-06-30 00:00:00
100131,William Carvalho,Real Betis,Midfield,Defensive Midfield,Defensive Midfield,33,6,0,0,0,0,0,0,3000000,187.0,Portugal,right,30000000.0,2026-06-30 00:00:00
834491,Alejandro Rego,Athletic Bilbao,Midfield,Central Midfield,Central Midfield,22,1,0,0,0,0,0,0,3000000,192.0,Spain,right,3000000.0,2026-06-30 00:00:00
493513,Karl Hein,Real Valladolid,Goalkeeper,Goalkeeper,Goalkeeper,23,15,31,2790,0,0,0,0,3000000,193.0,Estonia,right,3000000.0,2026-06-30 00:00:00
340376,Abel Ruiz,Girona,Attack,Centre-Forward,Centre-Forward,25,11,23,1358,4,0,3,0,3000000,182.0,Spain,right,14000000.0,2029-06-30 00:00:00
362086,Isi Palazón,Rayo Vallecano,Attack,Second Striker,Second Striker,30,21,35,2166,4,4,5,0,3000000,169.0,Spain,left,12000000.0,2028-06-30 00:00:00
127108,Florian Lejeune,Rayo Vallecano,Defender,Centre-Back,Centre-Back,34,22,0,0,0,0,0,0,3000000,190.0,France,right,8000000.0,2027-06-30 00:00:00
585700,Juan Cruz,Leganes,Attack,Left Winger,Left Winger,25,22,34,2265,5,4,2,0,3000000,180.0,Spain,left,5000000.0,2029-06-30 00:00:00
1050120,Guille Fernández,FC Barcelona,Midfield,Central Midfield,Central Midfield,17,3,0,0,0,0,0,0,3000000,181.0,Spain,right,3000000.0,2027-06-30 00:00:00
46413,Ante Budimir,Osasuna,Attack,Centre-Forward,Centre-Forward,33,24,38,2967,21,4,4,0,3000000,190.0,Croatia,left,15000000.0,2027-06-30 00:00:00
449796,Alejandro Catena,Osasuna,Defender,Centre-Back,Centre-Back,30,22,35,3076,1,3,11,0,2800000,194.0,Spain,right,8000000.0,2028-06-30 00:00:00
346289,Mouctar Diakhaby,Valencia,Defender,Centre-Back,Centre-Back,28,10,13,651,2,0,0,0,2800000,192.0,Guinea,right,30000000.0,2027-06-30 00:00:00
213670,Lucas Torró,Osasuna,Midfield,Defensive Midfield,Defensive Midfield,30,23,35,2963,3,0,10,0,2800000,190.0,Spain,right,8000000.0,2027-06-30 00:00:00
618813,Carlos Martín,Alaves,Attack,Left Winger,Left Winger,23,21,25,1290,2,2,3,0,2500000,184.0,Spain,right,4000000.0,2026-06-30 00:00:00
535959,Duk,Leganes,Attack,Left Winger,Left Winger,25,9,10,171,0,0,1,0,2500000,182.0,Cape Verde,right,2500000.0,2027-06-30 00:00:00
340853,Javi Sánchez,Real Valladolid,Defender,Centre-Back,Centre-Back,28,12,0,0,0,0,0,0,2500000,189.0,Spain,right,3000000.0,2026-06-30 00:00:00
742521,Jhon Solís,Girona,Midfield,Central Midfield,Central Midfield,20,12,0,0,0,0,0,0,2500000,186.0,Colombia,right,4000000.0,2026-06-30 00:00:00
102423,Leandro Cabrera,Espanyol,Defender,Centre-Back,Centre-Back,34,16,0,0,0,0,0,0,2500000,190.0,Uruguay,left,10000000.0,2024-06-30 00:00:00
476219,Bojan Miovski,Girona,Attack,Centre-Forward,Centre-Forward,26,10,17,876,2,2,0,0,2500000,189.0,North Macedonia,left,4000000.0,2029-06-30 00:00:00
129444,David López,Girona,Defender,Centre-Back,Centre-Back,35,15,0,0,0,0,0,0,2500000,185.0,Spain,right,15000000.0,2026-06-30 00:00:00
357884,Fernando Calero,Espanyol,Defender,Centre-Back,Centre-Back,29,15,0,0,0,0,0,0,2500000,184.0,Spain,right,10000000.0,2024-06-30 00:00:00
251845,Sergi Canós,Valencia,Attack,Right Winger,Left Winger,28,21,0,0,0,0,0,0,2500000,177.0,Spain,right,14000000.0,2027-06-30 00:00:00
172015,Fernando Pacheco,Espanyol,Goalkeeper,Goalkeeper,Goalkeeper,33,13,0,0,0,0,0,0,2500000,187.0,Spain,left,18000000.0,2026-06-30 00:00:00
126751,Iñigo Ruiz de Galarreta,Athletic Bilbao,Midfield,Central Midfield,Central Midfield,31,14,0,0,0,0,0,0,2500000,175.0,Spain,right,5000000.0,2027-06-30 00:00:00
15956,Jesús Navas,Sevilla,Midfield,Right Midfield,Right Midfield,39,7,15,416,1,0,0,0,2500000,170.0,Spain,right,30000000.0,
453704,Álvaro Fernández,Sevilla,Goalkeeper,Goalkeeper,Goalkeeper,27,18,0,0,0,0,0,0,2500000,186.0,Spain,right,4000000.0,2024-06-30 00:00:00
192009,Unai López,Rayo Vallecano,Midfield,Central Midfield,Central Midfield,29,19,0,0,0,0,0,0,2500000,170.0,Spain,right,12000000.0,2026-06-30 00:00:00
636695,Marc Casadó,FC Barcelona,Midfield,Defensive Midfield,Defensive Midfield,21,17,0,0,0,0,0,0,2500000,172.0,Spain,right,2500000.0,2028-06-30 00:00:00
59561,Dani Parejo,Villarreal,Midfield,Central Midfield,Central Midfield,36,17,0,0,0,0,0,0,2500000,182.0,Spain,right,35000000.0,2026-06-30 00:00:00
221316,Lucas Vázquez,Real Madrid,Defender,Right-Back,Right-Back,34,13,0,0,0,0,0,0,2500000,173.0,Spain,right,25000000.0,2027-06-30 00:00:00
469669,Yvan Neyou,Leganes,Midfield,Defensive Midfield,Defensive Midfield,28,17,0,0,0,0,0,0,2500000,180.0,Cameroon,right,5000000.0,2026-06-30 00:00:00
298477,Oli McBurnie,Las Palmas,Attack,Centre-Forward,Centre-Forward,29,19,0,0,0,0,0,0,2500000,188.0,Scotland,right,15000000.0,2028-06-30 00:00:00
286415,Pau López,Girona,Goalkeeper,Goalkeeper,Goalkeeper,30,7,1,45,0,0,0,0,2500000,189.0,Spain,left,24000000.0,2028-06-30 00:00:00
148928,Saúl Ñíguez,Sevilla,Midfield,Central Midfield,Central Midfield,30,10,24,1555,1,6,8,1,2500000,184.0,Spain,left,90000000.0,2028-12-31 00:00:00
135492,Youssouf Sabaly,Real Betis,Defender,Right-Back,Right-Back,32,13,0,0,0,0,0,0,2500000,173.0,Senegal,right,10000000.0,2026-06-30 00:00:00
1033005,Coba da Costa,Getafe,Attack,Left Winger,Left Winger,22,13,19,1008,1,1,4,0,2500000,182.0,Guinea-Bissau,right,3000000.0,2026-06-30 00:00:00
361254,Rafa Mir,Valencia,Attack,Centre-Forward,Centre-Forward,28,12,0,0,0,0,0,0,2500000,191.0,Spain,right,16000000.0,2025-06-30 00:00:00
624942,Raúl Moro,Real Valladolid,Attack,Left Winger,Left Winger,22,12,0,0,0,0,0,0,2500000,169.0,Spain,right,3000000.0,2025-06-30 00:00:00
466801,Sergi Altimira,Real Betis,Midfield,Central Midfield,Central Midfield,23,18,0,0,0,0,0,0,2500000,188.0,Spain,right,3000000.0,2028-06-30 00:00:00
223725,Munir El Haddadi,Leganes,Attack,Right Winger,Attacking Midfield,29,16,0,0,0,0,0,0,2500000,177.0,Morocco,left,12000000.0,2026-06-30 00:00:00
